User ID,First Name,Task ID,sub,Media URL,Type,Transcript,Response,Comment 1,Comment 2,Comment 3,Comment 4,Comment 5,Comment 6
400,Jeff,8,d,https://drive.google.com/open?id=17tJXIDwBLD3ZITDV5o6WQo4t5fk_miTh&authuser=nick@gauge.io,photo,,"Two Factor Authentication
 
 Computer screen shot",,,,,,
400,Jeff,7,a,https://drive.google.com/open?id=1FxewgXMz0m7eCB-qA0agpSD2JKNKCKzV&authuser=nick@gauge.io,video,"So I laughed when I saw this.Please go off my hair. I laughed when I saw this task because just probably.I dont know week ago. Maybe not even a week ago. We just dumped a bunch of the boxes for.The Apple watch the high phones. I thought well thats all we have now we kept those about.The phone cases, we kept about a year and the Apple watch is where you know 67 months each so.Yeah, Id love to show it to you. But Unfortunately, I can t I think I just read through some of the questions you know, we just hold on all my dont know why we dont do anything with them and thats you know after a couple of months, we revisit it.And end up pitching, um, you asked warranty cards really everything is done. Electronically, now, so we dont really keep warranty cards.If we do, I guess it would be in the filing cabinet. So you also asked about where they are stored sorry. Im just heading upstairs.So that I can show you real quick, but its going to be a whole lot of nothing because.We just got rid of it, so we actually keep it in here.Behind the printer.Were down there.Dont think we kept anything.And then here are the filing Cabinet so if there any warranty cards theyd be in there, but sorry?Turning show you guys, but hope that helps.Thanks.",Boxes - Video 1,,,,,,
405,Karen,10,a,https://drive.google.com/open?id=186dAP1fcVLBSfV_REcNFGUVf6R-mD2VL&authuser=nick@gauge.io,video,"This is my third attempt, they keep going a little bit longer than 10 minutes and I cant edit them because I dont know how to do it.And then they disappear, so Im going to whip right through this and hopefully.I can replicate.The good ones.Looking for a TV.Good.Linda Best Buy just because I know about them. I would never buy it on line, though something like this actually.Originally thought I wanted in OLED because its the breast the best price to performance.So Im going to Google that.He.Wow.Too much too expensive. I dont need that much. My philosophy is if I dont know its that good. I dont realize that then I dont.Im OK, I dont need it. Im looking for something with a maximum of about 40450.So Im going to.Search forJust.LED.What is important to me already know how big I need a between 30 and 40 coz Ive calculated?The.Distance from the TV.To where I would be sitting I dont need a curved.I want full HD. I want to Smart TV want it to be power efficient. I know the newest isnt.Edge LAD, but I think that thats price prohibitive so Im not going to probably even search for that.Plasma is out here they dont have the best picture, in less its 42 inches plus and I dont even.Havent seen any plasma.Lately.Im not gonna help Best Buy with feedback OK here is kind of what I want I do not know.Brands are all made in Korea.Pretty much anyway, try to compare apples to apples here, I dont know what U HDTV with HDR is.So I dont know if I need it or want it.Uh want to Smart TV HD TV.So.I dont know what Roku is I want to Smart TV.So maybe Im looking at.You know, Im either looking at.The Samsung, the Visio.You know the Smart TV, Ill have to research and see if I want.U HDTV with HDR not let me click on this and see what this says.See if I understand it.Well, it certainly doesnt give an explanation.Come on.I dont even know what it is.OK, now its the warranties because you want to know about that? Whats important to me.They obviously want to sell the geek squad warranty 2 years for 55 years for 80 on a $400 purchase. I probably wouldnt spend either of those is soo, however, percentage.I know manufacture warranties dont cover much.Gramma little bit more of a risk taker.OK lets look at the plan here.The only warranty that I would want is if it was a smaller percentage of the purchase price if it.If it covered for parts and labor as well as in home and you know, I dont want to spend anymore out of my pocket.I have to commit to a certain.Time period and then have it.Be up.Im not the person that buys warranties manufacture warranty women facture warranties. They only cover you for salon. Yes, thats true.Um geek squad enhance your coverage for up to 5 years.Everything has a price.In home normal wear and tear or pixel.Insulation in calibration.Power surge.For parts and labor 1% of parts and labor are covered so mean that looks like a pretty good deal. But.Again, I probably would not spend.Um, I probably wouldnt do anything for 2 years cause chances are was going to fail. Its going to be after that.I wouldnt spend $80 again a fifth of the purchase price for the warranty I just.He.I just wouldnt.Can we go back and would I would look for since its not explaining to me the difference between the in the U HDTV and.The non U HDTV.And there is a price difference.Looks like most of them are U HDTV so I probably investigate that.So that would require me to get out of this.Enough of this website.In Google, it, which Im not going to do because.You want me to stay here.I dont know what Roku is again like, I said Ben anyway. There s a price differential love.Between 102 $100 for the.Just a smart HDTV versus the.U HDTV with HDR so I mean, if it was. I dont know it was something I need again. I would have to Google, it and see and then I would.Make that decision I would also then I would take maybe the 4 top brands, you know probably which are Samsung.LG.Maybe sharp.Visio.I dont know if thats good or not.Again, there pretty much all men, Korea and then I would check the consumer.Um.Ratings and I might check consumer report as well.I found before in my previous 2 attempts, I found.Consumer ratings.Availability doesnt matter to me because I wouldnt order online anyway would actually go in. I would look at the TV I would see how.How the picture was a clear was the definition around the edges the curves?Um.See how sharp and clear it is.How it looked in in terms of motion? I dont watch a lot of sports on TV so thats not.A big consideration of mine.And thats how I would probably end up choosing you know apples to apples in terms of brand as long as they were within like $50.Of one another.Try to figure out here where the red found the.Consumer ratings.Im trying to hurry here because I only have a minute and 20 seconds more. Im just not going to do this again here we go.Ratings and reviews blah blah blah, I would look at this for all of them.Um come on.Come on.This one has none here we go 91%. I know in a couple of the others. I Celica 97 and 95%.So unless this work quite a bit cheaper, probably wouldnt consider this although thats not a very big.Difference between 96 and 91%.Let me look so I am going to go ahead and what I would do is I would look at all of the consumer ratings.For these and then you know, probably make my list of the 4 top.Apples to apples comparison for top brands.And then go in and try and pick those out.In the store, maybe talked or rap.And see what the best picture was and also investigate what U HDTV is to see if I really need it.They probably would because it looks like its between 102 100 more.And that would definitely be an upgrade from my Current TV.",Upgrade,Thank you,,,,,
405,Karen,10,b,https://drive.google.com/open?id=1GIyRo84ZtoaxD3assPlIcnXs4SQUCZhO&authuser=nick@gauge.io,video,"OK, Im going to, I already did a screen recording.And I dont know where it is your instructions, said it was 10 minutes, Max and it kept going so I could recording.And I finished the task. I recorded a little bit more than 20 minutes, then I got a message saying to edit it.And I dont know how to do it and I dont know where might recording is and I cant get ahold of anybody.And I have a commitment tonight, so Im just hoping that maybe this will.Print somebody to assist me, Im going to turn this into let you know that Im not sure Kane.My responsibility, I just dont know where it went in. I dont know what to do. I dont want to do it all over again.",Help please,,,,,,
405,Karen,11,a,https://drive.google.com/open?id=1GIM_OsLQBqS0GFCyU9EspgM5H5BZdytK&authuser=nick@gauge.io,video,"Hello. Sorry Im such a wreck.
 Its late I just got home from working out, but anyway, so I can about warranties. I never buy an extended warranty.
 I usually
 Get around to registering them if they have a warranty, but I dont buy an extended warranty.
 And because I guess Im more of a risk taker than risk averse and I kind of calculate with the odds are.
 Um.
 With regard to something happening or my getting a lemon I guess.
 In another important factor is that normally with warranties.
 You know you will cover labor or theyll cover parts in, not labor or vice a Versa and they never seem to cover everything.
 In so you know given the low inherent risk.
 In the cost of the warranty.
 And the fact that a lot of basically electronics are.
 You know have built in obsolescence, anyway and.
 Technology.
 Is changing so quickly?
 Really dont want to invest anymore than I have 2 in anyone particular.
 Um apparatus.
 But I just dont think that extended warrantys are worth it because they dont cover everything and their costly.
 Um.
 With regard to
 The risk I dont think there s a lot of inherent risk.
 What would make me purchase an extended warranty?
 One.
 It would have to be a higher capital item.
 Um something.
 That Ive seen other people have trouble with maybe.
 That tends to have more problems than.
 Other apparatus.
 It would have to cover.
 Both.
 Labor and
 Parts.
 And it would have to last more than like 6 months or a year depending on what I thought the life of the product was but.
 Definitely longer term.
 Um.
 You know, I think theres always a reason is kind of like insurance. There s a reason that they offer that.
 In it s a money maker for them.
 So if you look at you know that the actuarial tables with probability it cetera. There is a reason that they offer them and theyre making money on them because.
 The risk is.
 Is lower end?
 And they put that money in their pocket.
 So.
 Thats my feeling about extended warranties and I honestly.
 Dont have one.",11,,"I have never purchased an extended warranty. I have heard tales of people who have had warranties which were pretty worthless because either the labor or parts werent covered, which requires deres them essentially useless and they ended up being a money-loser. Ive also read lots of warranty coverage, which usually serve to reinforce my decision not to purchase...statistics, people, statistics. Not cost-effective.",,Where is the screen recording I just did?????????????????????,I completed my last task. It said in the instructions that the max recording time is 10 minutes but it kept going so I went to about 20. Now its asking me to choose a portion of my recording. I dont know how to do that. It wont be complete. HEEEEEELP!!!,
405,Karen,8,a,https://drive.google.com/open?id=1GGv8kZHy-iTpwLBq_hJmfSByT1sYgq23&authuser=nick@gauge.io,photo,,"Its very frustrating when I cant watch something like this video straight through because it stops to buffer several times, for example, in a 10 minute video. I live in a suburb of Des Moines and my provider should have faster speeds available. Im just loathe to switch providers because the other large one is about 34% more expensive and keeps raising prices, whereas my provider gives a price for life. And I dont want to buy a new router either. My provider says theyre working on it.",,,,,,
405,Karen,8,b,https://drive.google.com/open?id=1GENhdS0jlj2YZLVILElskNf-Ak3wSrZl&authuser=nick@gauge.io,photo,,I love my fire stick which enables me to watch programs on both network and cable TV soon after theyve aired (usually because I havent had time when they aired). It also gives me access to some cable shows since I dont watch enough cable to merit subscribing.,,,,,,
405,Karen,8,c,https://drive.google.com/open?id=1GCviPJa68GnTnFxoc9rWHvDxPRVjDpmJ&authuser=nick@gauge.io,photo,,"Ive lived in my house for over 20 years. Now that the kids are gone, Ive been working on paring down by selling items on swap sites, etc. Ive been quite successful but I know itll take time. Without the opportunity to sell online, it would not be as easy and Id have to garage sale for pennies on the dollar and/or donate everything (I have donated quite a bit, too, though). So yeah for my laptop and swap sites!",,,,,,
405,Karen,7,a,https://drive.google.com/open?id=1G7n2pjlblXDeweyDPSBX0DfrT5xJ86xm&authuser=nick@gauge.io,video,"Hi um, its kind of a dark and cloudy days so I dont have a lot of light here.Turn on another light.Um.I have some files in my office.Near my desktop computer.Um.He actuallyYou pretty organized and this is actually where I put all of my.Instruction.Pamphlets and brochures.Everything like that and there.Easily accessed.Do I use them You know, I thought every time I file one?In the reason I keep them is I think that I will refer to them so I can.Learn more and prevent problems and solve problems.But I really dont use them very often at all only if I.Run into an issue.Um, which isnt too often because I tend to just kind of do the same thing over and over again.Um.I keep all of them for every piece of technology that I buy.And I have some old ones in there, too, as well so I need to clean them out.",Boxes and brochures,,,,,,
409,Diana,10,a,https://drive.google.com/open?id=18aggumOzm3k0WTU8laAkp8J5uVClH8S4&authuser=nick@gauge.io,photo,,Here’s the error message.,Ok,,I heard back from support and they said I could just use my iPhone to record but I couldn’t figure it out. Sorry.,,,
409,Diana,10,b,https://drive.google.com/open?id=18QXaDiFve5g-aD7mZrkrdtalKkH7mroy&authuser=nick@gauge.io,photo,,It plays cd’s!,"Hi ,
 
 Yes I would. I would consider an extended warranty and a service plan.",,,,,
409,Diana,10,c,https://drive.google.com/open?id=18TVC6vCfuLJn-7a_EF--don8EoQp5rEv&authuser=nick@gauge.io,photo,,Here are the details. Does it play cd’s?,,,,,,
409,Diana,10,d,https://drive.google.com/open?id=18URvz4kp8OQKDR7WPDeaSKom33zgW0c9&authuser=nick@gauge.io,photo,,Good memory,,,,,,
409,Diana,10,e,https://drive.google.com/open?id=18X01H0GhWSiwaj5iV6b-WNr6i2COoTyV&authuser=nick@gauge.io,photo,,New,,,,,,
409,Diana,10,f,https://drive.google.com/open?id=18aHGrLhw7KUZVKbpfReyuSbxRip32DtL&authuser=nick@gauge.io,photo,,I want something new with decent memory.,,,,,,
409,Diana,10,g,https://drive.google.com/open?id=18e6UNAWZwaitUpEVG2NHU8vyg4kKKmoE&authuser=nick@gauge.io,photo,,"I tried to video screen record this but I kept getting error messages. I contacted the help desk but never heard back.
 
 In case my friend isn’t able to fix my laptop, I will need to get a new laptop. My boyfriend suggested I look at Dell.",,,,,,
409,Diana,7,a,https://drive.google.com/open?id=18aggumOzm3k0WTU8laAkp8J5uVClH8S4&authuser=nick@gauge.io,video,"I recently bought because sleep meds and Im keeping the box over here in my room where I can find it.Because I have 30 days to return it if it doesnt work or if they dont work. Unfortunately, in my boyfriend.Snores pretty bad so I bought thesecause regular their privates, not working and so I have a box and everything here.Um the jury still out.I havent decided yet.Im gonna keep them or not youre pretty pricey purchase snow here is.Everything.The original packaging.Any problems if I need to.Turn anything so yeah.*** News are the.Pamphlet that came with that and the original box.",Packaging and brochures for my Bose Sleepbuds,,,,,,
409,Diana,8,a,https://drive.google.com/open?id=18n7R8T1Ojzm76_lalXWLNidthYS1tPXm&authuser=nick@gauge.io,photo,,I love technology! I’m able to find and pay for parking ahead of time. That way I’m not driving around looking for parking.,,,,,,
409,Diana,8,b,https://drive.google.com/open?id=18jMhP88pF8pY1hq4zSa9sEO_YUXgQlZD&authuser=nick@gauge.io,photo,,I hate technology! My laptop is dead and I dint know why.,"No, just for my laptop. This is the first time I’ve gone to him because I used to have a geek squad account but it lapsed.",,I’m giving it to a friend who’s an IT guru tomorrow and he’s going to let me know if he can fix it or if I need a new one.,,,
433,Carol,10,a,https://drive.google.com/open?id=18p6tgn2XrnqAgLvyja5hxa_-LcPsXAUq&authuser=nick@gauge.io,video,"Hello so today, I am going to look for an Amazon Echo from my car and I sell it ever ties this morning I have several in the house.And I enjoyed the functionality of the echo being able to talk to it dont tend to talk to my phone, too much.Hey Siri, or anything, so for some reason, though I dont mind talking to aunt to Alexa so Im going to check.On the **********.Actually, Im really in my car.Not really able to have Bluetooth and everything in there, but Im not really able to speak to it, it seems to never understand me? Where isAlexis seems to understand pretty well.So it looks like itll run my music. My books that I like to listen to news. Im sure itll be is.Looks pretty slim, not sure the way I like the way it looks on the dash.And the wiring this seems to come from it.I think it be nice to be able to set reminders and minutes and and its also ask her how to get to my Jeep there get my GPS because?GPS tends to be disabled in most vehicles when you are actually driving because they dont want you messing with the buttons so that seems like a great feature.I think you can ask about your calendar and everything from something I saw on the news, which I think might be great.It does look pretty small.Seems likeQuite a reasonable.Sighs I could probably mounted somewhere else its also very inexpensive.Heres be on sale, which is nice, too.Im not sure what it is.By invitation only it seems like maybe I can get it yet.But I do like the features I think that it would have been for 30 bucks on.Happy, too. I would love this to be able to open my garage.I guess with my voice. Not that thats very hard to push the one button on the mirror by.Alexa it home is able to turn on lights and things in the house.Im not sure should be able to do that, from there.Yeah, so thats pretty much it, Ive I guess I would get it.Arbiter not like I can yet so I might have to figure out how to do that.Have a great day.",Shopping,,"Sorry for the delay. Im.in NYC traveling this week.
 I dont consider the warranty from Amazon. I feel that if I buy quality products and treat them well they will continue to work as I need.",,I am not a warranty purchaser. I am confident in the products that I buy and feel that they will perform for the life expectancy I expect. I usually want the next latest and greatest before the life expectancy anyway.,,
433,Carol,8,a,https://drive.google.com/open?id=18uA-hoDhRxMGEqSrEjkCREQXCwNH7y4T&authuser=nick@gauge.io,photo,,My ever growing book of passwords! I hate technology for the constant changing of passwords! It seems I never have the correct one. I have tried Vaults and other Keeper apps but when the time comes for the password I find myself having to constantly reset as I have forgotten the current password.,,,,,,
433,Carol,8,b,https://drive.google.com/open?id=18u5EM8U1DQrgjmT66bP4g2f9KweXbP36&authuser=nick@gauge.io,photo,,I love technology! 14 hours of audio book on audible in the car on a road trip this weekend! Made the time fly!!,,,,,,
433,Carol,7,a,https://drive.google.com/open?id=199xAi3s1L245t6wWUWZqDXAcqNKfDJNn&authuser=nick@gauge.io,video,"Typically save any boxes or brochures for items in my home because I not really a clever person who ever.I see I have my iPhone box and I have my airpod box. Im not sure whycause theyre kind of cool packaging, I guess.Do I ever refer to them know any information, I need. I find on the Internet with CD only?Other butter information, I might have no boxes certainly the only other information that I would have saved is from my.Network television television, but we dont see many of the boxes otherwise we go to the Internet for all of our information.",Sorry Im not really a saver. I look everything up on the internet.,I do save paperwork for household appliances etc. in a file marked household.,,,,,
441,John,10,a,https://drive.google.com/open?id=192FtXevm9ojATUXE-lKyrVTpjiMSxlWr&authuser=nick@gauge.io,video,"OK, so our next big purchase and were just kinda waiting to pay down our stove that we recently per pot.
 Is going to be a TV will look into replace the TV and power?
 Living room with a bigger one and then move that TV up into our bedroom and then.
 Im able to know what were gonna do it tomorrow. Maybe well give it to one of the kids but?
 That would be the plan.
 And Im definitely not going to go to the store to do this because then I might be tempted.
 End up buying something sooner than we really are planning to for budgeting reasons, so but I would usually always.
 Kind of start by going to Best Buy for something like a TV so first kind of go and just see on the front page of Best Buy?
 Um if they have anything that might apply to a TV like I say here its.
 Whoops well it, Im Im OK with like an open box, but I dont know if they do that for TV so lets see.
 Have like an open box deal.
 Again, obviously if in this case, wed be.
 Looking at.
 Getting it pretty much right away because if its open box. That means its going to go fast.
 Come on C.
 The other good thing about going to Best Buy.
 For anything like a TV or appliances is that they will price match. If you go and find it somewhere cheaper but.
 Um, I have found that most cases like only bought like a refrigerator or stove or anything else might have bought from their quitting think we bought at least one or 2 TVs in there previously.
 Usually end up finding one of those things on a great sale. Dylan so youre not generally going to find the exact same.
 Item somewhere else for less in their Best Buy only price match is coming on for.
 Um regular price items. I believe I dont think they price match off sales.
 Come on.
 Well.
 Not gonna let me go.
 That would take me to the open boxes.
 Shuffle mother ago.
 Last chance to save featured out with details and keep putting tablets and accessories suitors headphones.
 Apple products and major appliances, I dont see.
 TVs, so it doesnt look like they do TVs unless it happens. I dont think it would be.
 I dont think its going to be under open box.
 Computers but lets just look in box.
 Also, that much offer some of these items, considering their open box deals.
 I dont think I would buy an open box is for the sake of saving $10 or so I mean thing.
 Something like that, for couple 100, Yeah, but can I know were not looking at?
 Computers were looking at.
 Dying.
 ATV so me while ago.
 Come on lets go.
 Television there.
 TVs soon so I think our TV downstairs right now is like a 27 inch.
 29 in somewhere there, so I think we upgrade the TV will probably going to looking in the 50 inch range.
 And I really.
 Dont see spending like 1000 dollars on a TV my probably our maximum budget for a TV is somewhere in the $500 range.And TVs have actually come down quite a bit over the last couple years from what they used to cost so.
 I do is I would look for something in the 50 inch range and I actually like Samsung, the car think at least.
 One of our TVs might be a Samsung and weve been happy with it fact. Im just going to, I would look.
 Alexa lets make the one down up in my room. I think the one downstairs a Samsung this is.
 A dynex upstairs, which I think is Best Buy brand actually but so lets see here is a Samsung 50 inch.
 Markdown.
 50 Bucks and um.
 No, it does show open box from 37599, but 8595 you like a $20 savings.
 So again Im not sure if its $20 savings for something thats
 Likely been returned. Otherwise, it wouldnt be open box would be worth it. But I would go in and kind of check out the reviews.
 I see that in the front screen. Its got 4 and a half stars.
 Blessings had quite a few so if you want to see if it was easy to hook up.
 And like how the
 The picture and like sound and stuff.
 Are so?
 Upgraded model thats about all right special offer say $50 on DTV connect and set up.
 Get Im looking for something to be easy to setup setup to pay for someone to come set it up.
 I just dont see were getting a TV something you should have to picks up on this year. I mean, less you doing, like on those.
 You know if I was actually putting out over a gram for some really large TV and likes around some.
 Maybe I could see looking for a good deal with code like having someone come out and set it up or I wanted like wall mounted or something.
 But we would be looking for something that would just basically sit on the stand that we have downstairs we just.
 Recently bought a new.
 Stand kind of replaced our entertainment center with something not quite so bulky and it actually will fit a bigger TV than what the old one would have.
 So.
 Um.
 See there. Weve actually been thinking about getting a sound bar. And we probably will breakdown and get one of those if we
 Replace the TV. So um features ""enjoy millions of shades of color.""""TV youll love for less for less."" Central contrast is certainly flight details and the brightest and dimmest scenes.
 Game mode, so the kids we could hook up the.
 Sony I think, to that.
 Um.
 No, thats 4 K picture quality so thats kind of like the more new age thing would be kind of cool to have at a good price.
 Um show all features.
 Remote controller adjust TV functions. Uh thats pretty basic. 49 half inch screen measure dying from corner corner.
 Ultra HD.
 228 pixels times 4 with 4 times the pickles of pixels a full HD resolution your view progressive images.
 View progressive images in clean gorgeous detail.
 Highest images ID team is performing well all lighting conditions.
 2 full range 10.
 Speakers Dolby Digital Plus.
 Motion rate USB input.
 Subway little hook up.
 Should be able to review a pamphlet that should make hooking up bar projector easy. Specifications.
 Screen size which we already know motion rate.
 High dynamics things is wall mountable so if I want to begin we have the actual entertainment system knows theres.
 Actually, more of a not really an entertainment system so much is just like a stand?50 inches built in speakers standing quoted model year. I want to get to um--comes with a one year warranty--I want to get to
 Ratings and reviews cause that would be important to know here, we go, shes got a 4.6 out of 5.
 94% would recommend too if.",Tv shopping on line,,"My biggest factors for making a purchase decision are price and reviews. If something comes with a 1 year warranty, great but cost and reviews will trump it.",,,,
441,John,8,a,https://drive.google.com/open?id=19FsFJTKVCUtC0rkDQPT1u5o3BoZmuufI&authuser=nick@gauge.io,photo,,Love technology! Get Upside is a new app that gives money back on gas purchases at gas station you pick from app.,My oldest son heard about it on the radio,,,,,
441,John,8,b,https://drive.google.com/open?id=19DYciIKCnrNOifS31GJdnZkhvWfuRYRd&authuser=nick@gauge.io,photo,,"Locked out of account. Trying to help my son complete his new hire paperwork. He tried guessing his password to many times before opting to choose forgot password. Having to wait a while for account to unlock to try resetting password. If that does not work, I will make him call his new employer in the morning. Usually a website will unlock after about 15 minutes.",,Sometimes technology requires patience. The account unlocked after a while and we were able to reset password.,,,,
441,John,8,c,https://drive.google.com/open?id=19C57y1C3q9mpqb3bA0V54oqbAzP3KHxF&authuser=nick@gauge.io,video,"Alright I wont count this as my photo, but I just had to share thought Id just love this.Send email app. Hopefully, thats how you say it definitely very user friendly definitely makes anyone who would be.Doing this particular studies love this app for sure, Love Technology, so very easy to get into easy to download.Easy to know where to go and find your tasks and where to upload things and that makes me up technology so I will keep an eye out.Take a photo of another time in the next few days here where I find myself loving other technology and looking for a time when I.Dont let technologies into status air. Hope youre having a good day.",The Indeemo app makes me love technology,,,,,,
441,John,7,a,https://drive.google.com/open?id=19URE_GtESzgNi-bO5-iPGmX0z-i4D7dB&authuser=nick@gauge.io,video,"Alright so this kind of a carry on from the last video uploaded so this is my master bedroom.And.Is there some baskets with some stuff and and and this is?This is our closet in my room and I pulled those baskets, they were up there in the last video.So heres the baskets. Its my banking stuff. This is something pretty much all the stuff that goes with the.The name of desktop computers downstairs, we do with our bills and stuff, there and that.",Computer brochures,,,,,,
441,John,7,b,https://drive.google.com/open?id=19N0iU_N5bKzlwxH6LZG8pPlLa9z2xMQE&authuser=nick@gauge.io,video,"Alright lets go upstairs to see what brochures might be in think one of my divorce. I think in my room.This is our hallway here that is my middle son. I want to stare movie maker whose.Computer stuff within one earlier shots that says makeshift room that line.Fatima.May consider his own space. This is my youngest son space doesnt look like much, but it does his is locked.That s a pie something but Alright and here is our master bedroom and heres my.Dresser and in here and I believe there might be checking see her crew ship information for are very few ****** are going on as a family in December, the kids are very excited about.See What is this brochure?Is that would have been one I actually replace the?Faucet in the shower something which I know I said, Im not bringing Im not even come out. This ticket get fixed for much cheaper than having to pay somebody. I thought there was something in here.Images another client side of the tracks.My swatch watch.Calculate Trump is an interesting fact birthday colored Functionary Avengers still in here that they were brochures in there.There is my Fitbit that just recently broke so Ive been having to track my steps with my phone.I can get her only getting it fixed, which I know I probably should do so it s a very brochures in here.Didnt knewTech stuff.Peter stuff.I could quite possibly maybe some brochures in there.Let me check.",Brochure hunting,,That would be my wifes department when it comes to organization,,,,
441,John,7,c,https://drive.google.com/open?id=19KI4X-GZAY1Rop-ufkqHIpWOe1g90jtl&authuser=nick@gauge.io,video,"Alright so Im in the garage and as you can see its not really doesnt really have space for a car that keeps everything else.And on top of the file Cabinet in so many smiles theres like you know just like are things like.Car stuff and safe deposit box stuff and health insurance stuff Chris Evans, like a Best Buy folder in here.That might possibly have something in it, but a lot of.The pictures are on top of the file cabinet through this over here.Seattle black human nature side by side refrigerator.Washing machine.Play me there.Shuffle been here see.Did you manual in there?Theater some stuff in the kitchen and then theres some stuff in the dining room in their stuff out here in the garage.",Brochures,,,,,,
441,John,7,d,https://drive.google.com/open?id=19XdBE3wEmEe1GX5jsZv93AXxdHVyfBJG&authuser=nick@gauge.io,video,"Alright looking around for brochures for electronics.
 But there might be some like in the basket under me for the TV and stuff goes and see this the one for.
 Per remote control me some more related to.
 And.
 Never where the remote controls.
 Theres something with the Sony game this done, but the TV one was in here somewhere in sorry another lighting is not thorold best.
 And here I am.
 Lips very bad very bad lightning smart and I dont think there might be something on the bottom here is not working.
 I think that might be the one.
 Text onto the TV.
 This basket here and here.
 Again, thats part of our bookcase in our living room area.
 But there might be something in these controls the TV.
 Thats why spoil stuff.
 Stop best lighting in here.
 See.
 No in the kitchen.
 We keep stuff underneath the.
 There, for like our appliances. Thats where the appliance ones are. I dont know if there is any in this drawer.
 Thats baking stuff. I think there all in that other one.
 And then out in the garage.I think there is a file out here. Thats--um. File cabinet in our garage.Trying if I canMake the light better.",Brochures,,,,,,
448,Jessica,8,a,https://drive.google.com/open?id=19YytrUB4biaEE_3_NSOOoX640JERXs9C&authuser=nick@gauge.io,video,My computer is trying to connect and its trying to connect for whatever reason to the wrong network.When I switch and acid attacks network.It connects instantaneously its very frustrating.,,,,,,,
448,Jessica,8,b,https://drive.google.com/open?id=19cB11W4FYs5DLE8klr2eTGo7mM1Dp6dd&authuser=nick@gauge.io,video,"Video so Im doing a video was just using my logic, Tech camera and tiny bit of water go.Warranty whatsoever, so there goes couple $100 that s a low point in frustration with technology.",Now it’s 270 dollars gone bc there is no warranty offered on it,,,,,,
448,Jessica,10,a,https://drive.google.com/open?id=19fwk99bMcKfe9-ECFtTP9pWfj4nEIEkl&authuser=nick@gauge.io,video,"OK, so the assignment is to browse for online for an upgrade. Now I am currently using my map.And my mini Mac Mac book right now, Ive got my logic, Tech camera right here next to me for video conferencing.You can hear my boyfriends testing out his new speakers upstairs, which is Great Alright. So when I look at these computers, it for an upgrade.Set up a rehab in Mac book right so the next thing that I would probably go for itcause. I dont want the desktop because I like the versatility of being able to it, and I need to be able to take.My computer different places. I would probably go for the Mac Book Air just because of its memory storage.And the ability that I would have to do PowerPoint presentations. And when I look at it. Lets lets go over this OK, so actually were going to consider 2 different things.Come on.So activity overview all I want to do it and this is the issue that Im having.Because it wont area so I do the overview. I see the slim fit 13 inch. Id probably go with a 15 inch model this time.Its only 4 pounds alright and here we go so its not allowing me too. I know the price is about.Errigo 10 hours 3.2.OK.So then were looking at all the different dynamics. When I go to save we go to Best Buy.And look at the exact same product.One thing that does come good with Best Buy is that I can get a 2 year warranty for about $60.I know that with any other part with other Apple products cause I bought my Apple products from them before.Wow, I dont know why were doing this will be stupid pop up ads are annoying and theyre really irritating they make me not wanna buy anything from them.I already have my Apple watch I dont need an Apple watch.Thanks.So were looking at the Mac book pro.And so I mean, theres the student deals, but they have a lets processor, which I want to go with.But then there s I can I know that I can also get the apple support if I buy directly through Mac?So it s a half dozen or another, which one you go with because even if I call Apple support.I can still get the opposite way I can still get Apple or Im sorry rephrase that even if I buy.From Best Buy then I can still get Apple support with my serial number and just calling them directly in the you know that its an Apple product.Gonna reason that I would go with with Best Buy is because I can get an extended warranty with Apple is actually more expensive to go directly with him.","Hey there
 
 I am so irritated with technology right now as my phone keeps having me reset the network and Xfinity is not working even with a upgraded speed
 
 What is best for you? To communicate here and document my responses?",,Shoot not sure if that long response I just left posted,,Catherine it may be better if we actually talk on the phone because I just had to go through a whole bunch of loops I have a Apple Watch and I have to go to the Apple Store because all of a sudden the face fell off and then my logitech which is the WebCam thing that I sent you a thing of it all happen this week in this entire week at geez girl it’s like of course this would happen right now call me at 713-584-5304,,
448,Jessica,10,b,https://drive.google.com/open?id=19zoRxFkQw7NfE-Fv77_fxayTdOkXi26Q&authuser=nick@gauge.io,video,"And quite honestly, we dont do in store shopping, which is what year project asked me to do. We do a lot of our research online?And to consumer report and then look at things and then usually just have it delivered.",,,,,,,
